NSPID,volume,psc,px,py,pz
S1305,2424.0,1.0694346618652344,-38.0,-72.0,4.0
S1306,1568.0,1.0261044311523437,-42.0,-74.0,2.0
S1307,1696.0,0.82360443115234372,-38.0,-72.0,6.0
S1308,952.0,1.2979565429687501,-38.0,-70.0,4.0
S1309,2072.0,1.0539212036132812,-48.0,-70.0,6.0
S1310,1808.0,1.0152605438232423,-38.0,-70.0,4.0
S1311,3600.0,1.2893350219726563,-46.0,-72.0,0.0
S1312,2128.0,1.6130380249023437,-44.0,-74.0,2.0
S1313,1112.0,1.1903498840332032,-38.0,-76.0,8.0
S1314,3672.0,1.2084255981445313,-50.0,-72.0,8.0
S1315,336.0,2.0947514343261719,-48.0,-66.0,2.0
S1317,0.0,nan,nan,nan,nan
S1318,0.0,nan,nan,nan,nan
S1319,5664.0,1.355922088623047,-46.0,-66.0,8.0
S1320,272.0,0.78288116455078127,-46.0,-72.0,10.0
S1322,3256.0,1.0299440765380858,-38.0,-74.0,2.0
S1323,2480.0,1.1502269744873046,-44.0,-68.0,0.0
S1324,9264.0,1.051976089477539,-46.0,-58.0,8.0
S1325,16.0,0.81320640563964841,-46.0,-52.0,8.0
S1326,5064.0,1.335521240234375,-44.0,-72.0,4.0
S1328,2352.0,1.0416249084472655,-44.0,-72.0,14.0
S1337,1032.0,0.9638964080810547,-38.0,-76.0,4.0
S1338,992.0,1.4065484619140625,-38.0,-68.0,6.0
S1339,6176.0,1.3505255126953124,-44.0,-70.0,6.0
S1341,3568.0,1.6232008361816406,-46.0,-82.0,6.0
S1343,0.0,nan,nan,nan,nan
S1344,2688.0,0.96421150207519535,-44.0,-80.0,6.0
S1346,7400.0,1.4358686828613281,-40.0,-80.0,4.0
S1348,10232.0,1.3232307434082031,-38.0,-74.0,4.0
S1349,3992.0,1.0332165527343751,-44.0,-76.0,8.0
S1350,3216.0,1.1511555480957032,-46.0,-72.0,0.0
S1351,6632.0,1.2943319702148437,-46.0,-68.0,14.0
S1352,0.0,nan,nan,nan,nan
S1353,3816.0,1.1776056671142578,-52.0,-66.0,8.0
S1354,3352.0,0.97739585876464841,-40.0,-78.0,0.0
S1355,2320.0,1.2450480651855469,-38.0,-72.0,4.0
S1356,2608.0,1.343622589111328,-46.0,-68.0,6.0
S1357,1672.0,1.4165156555175782,-50.0,-72.0,4.0
S1358,6680.0,1.8317645263671876,-48.0,-74.0,14.0
S1359,3320.0,1.519156494140625,-46.0,-74.0,6.0
S1360,3088.0,1.2134520721435547,-42.0,-76.0,2.0
S1363,448.0,1.2958760070800781,-42.0,-68.0,16.0
S1364,2752.0,1.5171832275390624,-42.0,-74.0,2.0
S1365,0.0,nan,nan,nan,nan
S1366,2440.0,1.2281963348388671,-36.0,-72.0,6.0
S1367,0.0,nan,nan,nan,nan
S1368,976.0,1.5180822753906249,-46.0,-74.0,10.0
S1369,432.0,0.95200935363769534,-40.0,-66.0,0.0
S1371,0.0,nan,nan,nan,nan
S1372,976.0,0.88503250122070309,-42.0,-66.0,8.0
S1373,6600.0,1.2469168853759767,-46.0,-74.0,4.0
S1374,368.0,1.1059089660644532,-40.0,-74.0,6.0
S1375,1528.0,1.0546483612060547,-40.0,-88.0,12.0
S1376,1448.0,1.0580033111572265,-40.0,-66.0,8.0
S1377,216.0,1.2022277069091798,-40.0,-74.0,6.0
S1378,3720.0,1.5232086181640625,-48.0,-76.0,2.0
S1380,2408.0,1.9538630676269531,-44.0,-70.0,8.0
S1381,4888.0,1.5424273681640626,-50.0,-72.0,6.0
S1383,3864.0,1.4100169372558593,-44.0,-70.0,8.0
S1385,416.0,1.1707469177246095,-52.0,-66.0,4.0
S1386,13704.0,1.3702253723144531,-44.0,-84.0,0.0
S1387,104.0,1.3914111328125001,-52.0,-68.0,6.0
S1388,856.0,1.2956571960449219,-40.0,-68.0,6.0
S1389,4136.0,1.1789168548583984,-42.0,-68.0,4.0
